Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.no.basis.json	31086	-	0	0	0	0	0	0	15	55	0	0	1	0	0	0	0	0	0	0	138	151	1	0	0	7	0	1
fsh-generated/resources/Appointment-AppointmentExample.json	910	4	0	0	0	0	0	0	1	53	0	0	0	0	0	0	0	0	0	0	15	22	0	0	0	0	0	0
fsh-generated/resources/AppointmentResponse-PatientAppointmentResponseExample.json	620	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-no-basis-connection-type.codesystem.json	908	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	10	566	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-no-basis-family-relation.codesystem.json	1141	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	55	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-no-basis-marital-status.codesystem.json	2084	2	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	1	0	0	18	50	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-no-basis-parental-responsibility.codesystem.json	1062	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	41	0	0	0	1	0	0
fsh-generated/resources/HealthcareService-no-basis-HealthcareService-example.json	1052	2	0	0	0	0	0	0	1	300	0	0	0	0	0	0	0	0	0	0	11	18	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-no-basis-bydelsnummer.json	808	1	10	0	0	0	0	0	0	25	3422	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-no-basis-dnummer.json	703	1	3	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-no-basis-dufnummer.json	631	1	2	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	10	7	0	0	0	1	0	0
fsh-generated/resources/NamingSystem-no-basis-felleshjelpenummer.json	813	1	2	0	0	0	0	0	1	5	15	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	1
fsh-generated/resources/NamingSystem-no-basis-foedselsnummer.json	731	2	2	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-no-basis-helsepersonellnummer.json	821	1	1	0	1	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	15	8	0	0	0	1	0	0
fsh-generated/resources/NamingSystem-no-basis-icpc-2.json	852	2	2	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-no-basis-kommunenummer.json	853	1	3	0	0	0	0	0	1	4	13	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0
fsh-generated/resources/Organization-Direktoratet-for-eHelse-Organization.json	980	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0
fsh-generated/resources/Patient-EspenEksempel.json	2108	2	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	10	18	0	0	0	0	0	0
fsh-generated/resources/Patient-JanniceSoreng.json	3210	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0
fsh-generated/resources/Patient-JanniceSorengTo.json	3214	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0
fsh-generated/resources/Patient-Pasient-1.json	365	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/Patient-Pasient-Middle-Name-1.json	545	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/Patient-PatientExample.json	187	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	11	0	0	0	0	0	0
fsh-generated/resources/Practitioner-Magnar-Komann-Practitioner.json	1829	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0
fsh-generated/resources/Procedure-no-basis-Procedure-example.json	993	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-Solid-Aresdoktor-RelatedPerson.json	2021	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-Sorgard-Erlend-RelatedPerson.json	1575	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-no-basis-middlename.json	1232	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	15	8	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-derived-Person.json	1680	3	0	124	0	0	0	0	0	74	0	0	0	0	0	0	0	1	0	0	145	993	0	0	0	8	0	1
